Name,ID,Category,Network,Nation,Institution,GLAT,GLON,Start,End,Notes,Data Link,Source,Instrument id (kinst),Altitude (km),Principal Investigator,PI Email,AACGMLON,AACGMLAT,OPERATOR-NUM,OP2,OP3,Unnamed: 10,Unnamed: 11,Record ID#,Official Name,Operator (additional),Seasonality,Status,Year Established,Antarctic Region,Latitude (DDM),Longitude (DDM),Elevation (meters),Elevation Datum,Peak Population,Power Supply Types,Photo URL,Webcam URL,Date Modified,Hemisphere,PLAT,PLON
EISCAT Tromsø UHF IS radar,tro,Incoherent Scatter Radars,,,,69.583,19.21,,,,,Madrigal,72.0,0.03,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-62.48719300678046,61.91655455160485
EISCAT Sodankylä UHF IS Receiver,sod,Incoherent Scatter Radars,,,,67.4,26.6,,,,,Madrigal,73.0,0.03,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-59.00003727642677,61.95363198087317
EISCAT Tromso VHF IS radar,eis,Incoherent Scatter Radars,,,,69.6,19.2,,,,,Madrigal,74.0,0.03,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-62.503398842516305,61.94678984565103
EISCAT Kiruna VHF IS Receiver,krv,Incoherent Scatter Radars,,,,67.9,20.4,,,,,Madrigal,75.0,0.0,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-60.77927474526314,59.185967716546735
EISCAT Sodankylä VHF IS Receiver,sdv,Incoherent Scatter Radars,,,,67.4,26.6,,,,,Madrigal,76.0,0.03,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-59.00003727642677,61.95363198087317
Sondrestrom IS Radar,son,Incoherent Scatter Radars,,,,67.0,309.0,,,,,Madrigal,80.0,0.0,Asti Bhatt,asti.bhatt@sri.com,,,,,,,,,,,,,,,,,,,,,,,,N,-83.16667419412886,15.651241696546547
ALTAIR IS Radar,alt,Incoherent Scatter Radars,,,,9.395,167.479,,,,,Madrigal,85.0,0.0,David L. Hysell,dlh37@cornell.edu,,,,,,,,,,,,,,,,,,,,,,,,N,0.9753116068004537,166.2942705037035
Resolute Bay North IS Radar,ran,Incoherent Scatter Radars,,,,74.72955,265.09424,,,,,Madrigal,91.0,0.145,Asti Bhatt,asti.bhatt@sri.com,,,,,,,,,,,,,,,,,,,,,,,,N,-78.12247810249328,157.89034894398148
Resolute Bay Canada IS Radar,ras,Incoherent Scatter Radars,,,,74.72955,265.09424,,,,,Madrigal,92.0,0.145,Eric Donovan,edonovan@ucalgary.ca,,,,,,,,,,,,,,,,,,,,,,,,N,-78.12247810249328,157.89034894398148
EISCAT Svalbard IS Radar Longyearbyen,lyr,Incoherent Scatter Radars,,,,78.09,16.02,,,,,Madrigal,95.0,0.434,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-68.490556415383,81.67305331591449
QuJing IS radar,quj,Incoherent Scatter Radars,,,,25.6381,103.7151,,,,,Madrigal,100.0,2.0448,Ding Zonghua,zhdingmou@163.com,,,,,,,,,,,,,,,,,,,,,,,,N,-11.659336883367416,104.40564280759091
Interplanetary Mag Field and Solar Wind,imf,Geophysical Indices,,,,0.0,0.0,,,,,Madrigal,120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
Geophysical Indicies,gpi,Geophysical Indices,,,,0.0,0.0,,,,,Madrigal,210.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
AE Index,aei,Geophysical Indices,,,,0.0,0.0,,,,,Madrigal,211.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
DST Index,dst,Geophysical Indices,,,,0.0,0.0,,,,,Madrigal,212.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
TGCM/TIGCM model,gcm,Modelled data,,,,None,None,,,,,Madrigal,310.0,None,Raymond Roble,roble@ucar.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
AMIE model,ami,Modelled data,,,,None,None,,,,,Madrigal,311.0,None,Arthur D. Richmond,richmond@ncar.ucar.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
USU-TDIM Model,tdi,Modelled data,,,,None,None,,,,,Madrigal,312.0,None,Don Thompson,thompson@gaim.cass.usu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar sd Tides,sdt,Modelled data,,,,None,None,,,,,Madrigal,320.0,None,Jeffrey Forbes,forbes@zeke.colorado.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunar sd Tides,sdl,Modelled data,,,,None,None,,,,,Madrigal,321.0,None,Jeffrey Forbes,forbes@zeke.colorado.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
GSWM model,gsw,Modelled data,,,,None,None,,,,,Madrigal,322.0,None,Maura Hagan,hagan@ucar.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
Halley HF Radar,hhf,HF Radars,,,,-76.0,333.0,,,,,Madrigal,820.0,0.0,Michael Pinnock,mpi@pcmail.nerc-bas.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,S,-76.0,-27.0
Syowa Station HF Radar,syf,HF Radars,,,,None,None,,,,,Madrigal,830.0,None,Natsuo Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jicamarca Multistatic HF Sounding System,jhf,HF Radars,,,,None,None,,,,,Madrigal,841.0,None,Marco Milla,mmilla@igp.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapuskasing HF Radar,khf,HF Radars,,,,None,None,,,,,Madrigal,845.0,None,Michael Ruohoniemi,ruohoniemi@jhuapl.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
Saskatoon HF Radar,shf,HF Radars,,,,None,None,,,,,Madrigal,861.0,None,George Sofko,sofko@skisas.usask.ca,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose Bay HF Radar,gbf,HF Radars,,,,53.3,299.5,,,,,Madrigal,870.0,0.0,Michael Ruohoniemi,ruohoniemi@jhuapl.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-72.26492227291743,-41.354484169055155
Hankasalmi HF Radar,fhf,HF Radars,,,,70.0,19.0,,,,,Madrigal,900.0,0.0,Tudor Jones,tbj@iono.le.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,N,-62.87327955623115,62.685153989102076
Stokkseyri HF Radar,whf,HF Radars,,,,None,None,,,,,Madrigal,910.0,None,Jean-Paul Villain,jvillain@cnrs-orleans.fr,,,,,,,,,,,,,,,,,,,,,,,,,,
Pykkvibaer HF Radar,ehf,HF Radars,,,,None,None,,,,,Madrigal,911.0,None,Tudor B. Jones,tbj@iono.le.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,,,
Arecibo MST Radar,arm,MST Radars,,,,19.0,293.0,,,,,Madrigal,1040.0,0.0,Qihou Zhou,zhou@naic.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-33.720136290683975,-55.42637549786416
Poker Flat MST Radar,pkr,MST Radars,,,,65.0,213.0,,,,,Madrigal,1140.0,0.0,Anthony Riddle,ariddle@al.noaa.gov,,,,,,,,,,,,,,,,,,,,,,,,N,-58.675728950412946,172.05376471540131
SOUSY Svalbard MST Radar Longyearbyen,ssr,MST Radars,,,,78.1,16.0,,,,,Madrigal,1180.0,0.0,Juergen Roettger,roettger@linmpi.mpg.de,,,,,,,,,,,,,,,,,,,,,,,,N,-68.49812610721808,81.69747507904218
Scott Base MF Radar,sbf,MF Radars,,,,-78.0,167.0,,,,,Madrigal,1210.0,0.0,Grahame J. Fraser,grahame.fraser@canterbury.ac.nz,,,,,,,,,,,,,,,,,,,,,,,,S,-78.0,167.0
Davis Antarctica MF radar,dav,MF Radars,,,,-68.6,282.03,,,,,Madrigal,1215.0,0.0,Robert Vincent,robert.vincent@adelaide.edu.au,,,,,,,,,,,,,,,,,,,,,,,,S,-68.6,-77.97000000000003
Mawson MF Radar,maf,MF Radars,,,,-68.0,63.0,,,,,Madrigal,1220.0,0.0,Robert Vincent,rvincent@physics.adelaide.edu.au,,,,,,,,,,,,,,,,,,,,,,,,S,-68.0,63.0
Rothera MF radar,rth,MF Radars,,,,-67.57,291.88,,,,,Madrigal,1221.0,0.005,Andrew Kavanagh,andkav@bas.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,S,-67.57,-68.12
Christchurch MF Radar,ccf,MF Radars,,,,-44.0,173.0,,,,,Madrigal,1230.0,0.0,Grahame Fraser,grahame.fraser@canterbury.ac.nz,,,,,,,,,,,,,,,,,,,,,,,,S,-44.0,173.0
Adelaide MF Radar,adf,MF Radars,,,,-35.0,138.0,,,,,Madrigal,1240.0,0.0,Robert Vincent,rvincent@physics.adelaide.edu.au,,,,,,,,,,,,,,,,,,,,,,,,S,-35.0,138.0
Rarotonga MF radar,rtg,MF Radars,,,,-21.21,200.23,,,,,Madrigal,1245.0,0.002,Dennis Riggin,riggin@colorado-research.com,,,,,,,,,,,,,,,,,,,,,,,,S,-21.21,-159.77
Tirunelveli MF radar,tir,MF Radars,,,,8.67,77.82,,,,,Madrigal,1254.0,0.03,Dr. S. Gurubaran,su.gurubaran@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,N,4.778907569776349,77.99951771915312
Kauai MF radar,kau,MF Radars,,,,22.0,159.3,,,,,Madrigal,1270.0,0.002,Dennis Riggin,riggin@colorado-research.com,,,,,,,,,,,,,,,,,,,,,,,,N,-8.056397519454775,156.4633187535137
Yamagawa MF radar,yam,MF Radars,,,,31.2,130.62,,,,,Madrigal,1275.0,0.07,Yasuhiro Murayama,murayama@nict.go.jp,,,,,,,,,,,,,,,,,,,,,,,,N,-15.893656811455378,131.17654702440296
Platteville MF radar,plr,MF Radars,,,,40.18,255.3,,,,,Madrigal,1285.0,1.505,Alan Manson,alan.manson@usask.ca,,,,,,,,,,,,,,,,,,,,,,,,N,-55.04358749329334,-127.13682171742045
Wakkanai MF radar,wak,MF Radars,,,,45.36,141.81,,,,,Madrigal,1310.0,0.01,Yasuhiro Murayama,murayama@nict.go.jp,,,,,,,,,,,,,,,,,,,,,,,,N,-28.910408319016483,139.85109782955405
Collm LF Radar,cof,MF Radars,,,,51.0,13.0,,,,,Madrigal,1320.0,0.0,Rudolf Schminder,schminde@rz.uni-leipzig.de,,,,,,,,,,,,,,,,,,,,,,,,N,-40.39312073105508,25.889733916573302
Saskatoon MF Radar,saf,MF Radars,,,,52.0,253.0,,,,,Madrigal,1340.0,0.0,Alan Manson,alan.manson@usask.ca,,,,,,,,,,,,,,,,,,,,,,,,N,-64.10580768586979,-142.41490007689396
The Poker Flat MF radar,rpk,MF Radars,,,,65.126,212.505,,,,,Madrigal,1375.0,0.208,Yasuhiro Murayama,murayama@nict.go.jp,,,,,,,,,,,,,,,,,,,,,,,,N,-58.629783076437654,171.6591952370236
Tromsø MF Radar,trf,MF Radars,,,,70.0,19.0,,,,,Madrigal,1390.0,0.0,Chris Hall,chris.hall@tgo.uit.no,,,,,,,,,,,,,,,,,,,,,,,,N,-62.87327955623115,62.685153989102076
Syowa MF Radar,sym,MF Radars,,,,-69.0,39.6,,,,,Madrigal,1395.0,0.0,Masaki Tsutsumi,tutumi@nipr.ac.jp,,,,,,,,,,,,,,,,,,,,,,,,S,-69.0,39.6
Halley MF Radar,hmf,MF Radars,,,,-75.6,-26.2,,,,,Madrigal,1400.0,0.0,Andrew Kavanagh,andkav@bas.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,S,-75.6,-26.2
JASMET Jicamarca All-Sky Specular Meteor Radar,jas,Meteor Radars,,,,-11.95,283.13,,,,,Madrigal,13.0,0.525,Danny Scipion,dscipion@igp.gob.pe,,,,,,,,,,,,,,,,,,,,,,,,S,-11.95,-76.87
Ascension Island Meteor Radar,asc,Meteor Radars,,,,-7.96,345.62,,,,,Madrigal,1539.0,0.17,Nicholas Mitchell,n.j.mitchell@bath.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,S,-7.96,-14.379999999999995
Rothera Meteor Radar,rmr,Meteor Radars,,,,-67.3,-68.1,,,,,Madrigal,1540.0,0.0,Nicholas Mitchell,n.j.mitchell@bath.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,S,-67.3,-68.1
Atlanta meteor Radar,atm,Meteor Radars,,,,34.0,276.0,,,,,Madrigal,1560.0,0.0,Robert G. Roper,roper@eas.gatech.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-56.3019901765972,-90.84907837906377
Durham meteor Radar,dum,Meteor Radars,,,,43.1,289.1,,,,,Madrigal,1620.0,0.0,Ronald Clark,ron.clark@unh.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-64.31930024833248,-63.79696947853965
Obninsk meteor radar,obn,Meteor Radars,,,,55.11,36.51,,,,,Madrigal,1750.0,0.172,Yuri Portnyagin,yportgin@typhoon.obninsk.org,,,,,,,,,,,,,,,,,,,,,,,,N,-44.384374115812044,52.79827208640246
Esrange meteor radar,emr,Meteor Radars,,,,67.89,338.92,,,,,Madrigal,1775.0,0.32,Nicholas Mitchell,n.j.mitchell@bath.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,N,-72.3764551947223,36.79635794717332
Wuhan meteor radar,wmr,Meteor Radars,,,,30.5,114.2,,,,,Madrigal,1780.0,0.0,Baiqi Ning,zxk@mail.iggcas.ac.cn,,,,,,,,,,,,,,,,,,,,,,,,N,-16.34212277288199,115.2863028877713
Mohe meteor radar,mmr,Meteor Radars,,,,53.5,122.3,,,,,Madrigal,1781.0,0.0,Baiqi Ning,zxk@mail.iggcas.ac.cn,,,,,,,,,,,,,,,,,,,,,,,,N,-37.007558526688456,123.708094976487
Beijing meteor radar,bmr,Meteor Radars,,,,40.3,116.2,,,,,Madrigal,1782.0,0.0,Baiqi Ning,zxk@mail.iggcas.ac.cn,,,,,,,,,,,,,,,,,,,,,,,,N,-25.227549470865373,117.96278482866526
Sanya meteor radar,smr,Meteor Radars,,,,18.4,109.6,,,,,Madrigal,1783.0,0.0,Baiqi Ning,zxk@mail.iggcas.ac.cn,,,,,,,,,,,,,,,,,,,,,,,,N,-4.851112448300128,109.91373527839745
South Pole meteor radar,som,Meteor Radars,,,,-90.0,0.0,,,,,Madrigal,1784.0,3.0,Scott Palo,Palo@colorado.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-90.0,0.0
Southern Argentina Agile Meteor Radar,amr,Meteor Radars,,,,-53.8,-67.8,,,,,Madrigal,1785.0,0.0,Dave C. Fritts,dave@gats-inc.com,,,,,,,,,,,,,,,,,,,,,,,,S,-53.8,-67.8
Cachoeira Paulista Meteor Radar,cpr,Meteor Radars,,,,-22.7,-45.0,,,,,Madrigal,1786.0,0.0,Paulo Batista,paulo.batista@inpe.br,,,,,,,,,,,,,,,,,,,,,,,,S,-22.7,-45.0
Buckland Park Meteor Radar,bpr,Meteor Radars,,,,-34.7,138.6,,,,,Madrigal,1787.0,0.0,Iain Reid,iain.reid@adelaide.edu.au,,,,,,,,,,,,,,,,,,,,,,,,S,-34.7,138.6
Kingston Meteor Radar,kgr,Meteor Radars,,,,-43.0,147.3,,,,,Madrigal,1788.0,0.0,Iain Reid,iain.reid@adelaide.edu.au,,,,,,,,,,,,,,,,,,,,,,,,S,-43.0,147.3
Andes Meteor Radar,ame,Meteor Radars,,,,-30.3,-70.0,,,,,Madrigal,1790.0,2.53,Alan Z. Liu,LIUZ2@erau.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-30.3,-70.0
Southern Cross Meteor Radar,sco,Meteor Radars,,,,-31.17,-71.0,,,,,Madrigal,1791.0,0.9,Alan Z. Liu,LIUZ2@erau.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-31.17,-71.0
Las Campanas Meteor Radar,lcm,Meteor Radars,,,,-29.018,-70.69,,,,,Madrigal,1792.0,2.275,Alan Z. Liu,LIUZ2@erau.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-29.018,-70.69
CONDOR multi-static meteor radar system,cms,Meteor Radars,,,,0.0,0.0,,,,,Madrigal,1793.0,0.0,Alan Z. Liu,LIUZ2@erau.edu,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
McMurdo Meteor Radar,mcr,Meteor Radars,,,,-77.8297,166.6625,,,,,Madrigal,1794.0,0.24,Scott Palo,Palo@colorado.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-77.8297,166.6625
MMARIA Norway Meteor Radar Network,nmn,Meteor Radars,,,,69.07,18.54,,,,,Madrigal,1800.0,0.0,Jorge Chau,chau@iap-kborn.org,,,,,,,,,,,,,,,,,,,,,,,,N,-62.21093357250766,60.48954369890657
MMARIA Germany Meteor Radar Network,gmn,Meteor Radars,,,,53.0,13.5,,,,,Madrigal,1801.0,0.0,Jorge Chau,chau@iap-kborn.org,,,,,,,,,,,,,,,,,,,,,,,,N,-43.63525272049237,28.965083758813208
SIMONe Argentina Meteor Radar Network,amn,Meteor Radars,,,,69.07,18.54,,,,,Madrigal,1802.0,0.0,Jorge Chau,chau@iap-kborn.org,,,,,,,,,,,,,,,,,,,,,,,,N,-62.21093357250766,60.48954369890657
SIMONe Jicamarca Meteor Radar Network,jmn,Meteor Radars,,,,-11.949,-76.871,,,,,Madrigal,1803.0,0.0,Jorge Chau,chau@iap-kborn.org,,,,,,,,,,,,,,,,,,,,,,,,S,-11.949,-76.871
SIMONe Piura Meteor Radar Network,pmn,Meteor Radars,,,,-5.17,-80.639,,,,,Madrigal,1804.0,0.0,Jorge Chau,chau@iap-kborn.org,,,,,,,,,,,,,,,,,,,,,,,,S,-5.17,-80.639
MMARIA South Argentina Meteor Radar Network,smn,Meteor Radars,,,,-54.0,-68.0,,,,,Madrigal,1805.0,0.0,Jorge Chau,chau@iap-kborn.org,,,,,,,,,,,,,,,,,,,,,,,,S,-54.0,-68.0
Christmas Island ST/MEDAC Radar,cia,Meteor Radars,,,,2.0,203.0,,,,,Madrigal,2090.0,0.0,Susan Avery,Susan.Avery@colorado.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-4.054781373028373,-158.00876613968273
Platteville ST/MEDAC Radar,pla,Meteor Radars,,,,40.13,255.5,,,,,Madrigal,2200.0,0.0,Susan Avery,Susan.Avery@colorado.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-55.08119982447348,-126.85244366532912
ULowell Digisonde MLH Radar,uld,Ionosondes,,,,42.619,288.51,,,,,Madrigal,2550.0,0.0,Bodo Reinisch,bodo_reinisch@uml.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-63.9865318665818,-65.05807938236399
Sondre Stromfjord Digisonde,ssd,Ionosondes,,,,67.0,309.05,,,,,Madrigal,2890.0,0.0,Bodo Reinisch,bodo_reinisch@uml.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-83.14607351322513,15.696334138883286
Sodankylä Ionosonde (SO166),sdi,Ionosondes,,,,67.4,26.6,,,,,Madrigal,2900.0,0.0,Alexander Kozlovsky,alexander.kozlovsky@oulu.fi,,,,,,,,,,,,,,,,,,,,,,,,N,-59.00003727642677,61.95363198087317
Qaanaaq Digisonde ST/MEDAC Radars,qad,Ionosondes,,,,77.5,290.6,,,,,Madrigal,2930.0,0.0,Bodo Reinisch,bodo_reinisch@uml.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-80.76738437864975,122.99834487780566
EISCAT Tromsø Dynasonde,trd,Ionosondes,,,,69.6,19.2,,,,,Madrigal,2950.0,0.085,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-62.503398842516305,61.94678984565103
EISCAT Svalbard Dynasonde,lrd,Ionosondes,,,,78.1,16.0,,,,,Madrigal,2951.0,0.434,Ingemar Häggström,ingemar@eiscat.se,,,,,,,,,,,,,,,,,,,,,,,,N,-68.49812610721808,81.69747507904218
IRF Dynasonde at EISCAT site Kiruna,krd,Ionosondes,,,,67.9,20.4,,,,,Madrigal,2952.0,0.42,Urban Brändström,urban@irf.se,,,,,,,,,,,,,,,,,,,,,,,,N,-60.77927474526314,59.185967716546735
POES Spacecraft Particle Flux,pfx,Satellite Instruments,,,,None,None,,,,,Madrigal,170.0,None,David Evans,devans@sec.noaa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,
DMSP-Auroral Boundary Index,dmp,Satellite Instruments,,,,None,None,,,,,Madrigal,180.0,None,Gordon Wilson,gordon.wilson@kirtland.af.mil,,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Meteorological Satellite Program,dms,Satellite Instruments,,,,0.0,0.0,,,,,Madrigal,8100.0,0.0,Patricia Doherty,Patricia.Doherty@bc.edu,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
Van Allen Probes,vap,Satellite Instruments,,,,0.0,0.0,,,,,Madrigal,8105.0,0.0,Phil Erickson,perickson@haystack.mit.edu,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
Jason/Topex Ocean TEC,jsn,Satellite Instruments,,,,0.0,0.0,,,,,Madrigal,8400.0,0.0,Anthea Coster,acoster@haystack.mit.edu,,,,,,,,,,,,,,,,,,,,,,,,S,0.0,0.0
South Pole Fabry-Perot,spf,Fabry-Perots,,,,-90.0,0.0,,,,,Madrigal,5000.0,2.835,Gonzalo Hernandez,hernandez@u.washington.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-90.0,0.0
Palmer Fabry Perot,pfi,Fabry-Perots,,,,-64.77,-64.05,,,,,Madrigal,5005.0,0.008,Qian Wu,qwu@ucar.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-64.77,-64.05
Arrival Heights Fabry-Perot,ahf,Fabry-Perots,,,,-77.8296,166.6627,,,,,Madrigal,5015.0,0.276,Gonzalo Hernandez,hernandez@u.washington.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-77.8296,166.6627
Halley Fabry-Perot,hfp,Fabry-Perots,,,,-76.0,333.0,,,,,Madrigal,5020.0,0.0,Martin Jarvis,mjja@bas.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,S,-76.0,-27.0
Mount John Fabry-Perot,mjf,Fabry-Perots,,,,-43.98,170.42,,,,,Madrigal,5060.0,0.0,Gonzalo Hernandez,hernandez@u.washington.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-43.98,170.42
Fabry-Perot Arequipa,aqf,Fabry-Perots,,,,-16.5,288.5,,,,,Madrigal,5140.0,0.0,Manfred Biondi,biondi@vms.cis.pitt.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-16.5,-71.5
Fabry-Perot Jicamarca,jfp,Fabry-Perots,,,,-11.958,283.14,,,,,Madrigal,5145.0,1.02,John Meriwether,john.meriwether@ces.clemson.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-11.958,-76.86000000000001
Fabry-Perot Mobile,mfp,Fabry-Perots,,,,-14.973,285.11,,,,,Madrigal,5150.0,1020.0,John Meriwether,john.meriwether@ces.clemson.edu,,,,,,,,,,,,,,,,,,,,,,,,S,-14.973,-74.88999999999999
Arecibo Fabry-Perot,afp,Fabry-Perots,,,,18.35,293.25,,,,,Madrigal,5160.0,0.0,Christiano Brum,cbrum@naic.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-32.785247994863234,-55.248791734891
Kitt Peak H-alpha Fabry-Perot,kha,Fabry-Perots,,,,31.98,248.4,,,,,Madrigal,5190.0,2.12,Susan Nossal,nossal@physics.wisc.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-44.5921127248275,-128.70754213243117
Fritz Peak Fabry-Perot,fpf,Fabry-Perots,,,,39.86,254.48,,,,,Madrigal,5240.0,3.0,Gonzalo Hernandez,hernandez@u.washington.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-54.4108696045809,-127.85545921109595
Ann Arbor Fabry-Perot,aaf,Fabry-Perots,,,,42.29,276.29,,,,,Madrigal,5292.0,0.276,Gonzalo Hernandez,hernandez@u.washington.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-64.27683294028387,-94.47662144365557
Peach Mountain Fabry-Perot,pfp,Fabry-Perots,,,,42.18,276.3,,,,,Madrigal,5300.0,0.0,Rick Niciejewski,niciejew@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-64.1757244207439,-94.38274780651047
Millstone Hill Fabry-Perot,mfp,Fabry-Perots,,,,42.6,288.5,,,,,Madrigal,5340.0,0.0,Dwight Sipler,dps@haystack.mit.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-63.968843216874106,-65.07545445842578
Millstone Hill High-Res Fabry-Perot,kfp,Fabry-Perots,,,,42.6,288.5,,,,,Madrigal,5360.0,0.0,Robert Kerr,rkerr@cpi.com,,,,,,,,,,,,,,,,,,,,,,,,N,-63.968843216874106,-65.07545445842578
Brazil Imaging Doppler Fabry-Perot,bfp,Fabry-Perots,,,,-22.703764,314.99071,,,,,Madrigal,5362.0,0.52,Robert Kerr,rkerr@cpi.com,,,,,,,,,,,,,,,,,,,,,,,,S,-22.703764,-45.00929000000002
Arecibo Imaging Doppler Fabry-Perot,aif,Fabry-Perots,,,,18.345,293.25,,,,,Madrigal,5370.0,0.0,Robert Kerr,rkerr@cpi.com,,,,,,,,,,,,,,,,,,,,,,,,N,-32.78016735659308,-55.25037937824418
Culebra Fabry-Perot,clf,Fabry-Perots,,,,18.3298,294.6932,,,,,Madrigal,5380.0,0.0,Robert Kerr,rkerr@cpi.com,,,,,,,,,,,,,,,,,,,,,,,,N,-31.146705821990288,-53.18733760496494
Watson Lake Fabry-Perot,wfp,Fabry-Perots,,,,None,None,,,,,Madrigal,5430.0,None,Rick Niciejewski,niciejew@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,,,
College Fabry-Perot,cfp,Fabry-Perots,,,,65.0,213.0,,,,,Madrigal,5460.0,0.0,Robert Sica,sica@uwo.ca,,,,,,,,,,,,,,,,,,,,,,,,N,-58.675728950412946,172.05376471540131
Poker Flat all-sky scanning Fabry-Perot,pkf,Fabry-Perots,,,,65.12,212.57,,,,,Madrigal,5465.0,0.44,Mark Conde,mark.conde@gi.alaska.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-58.64365266429096,171.6973473320457
Fort Yukon Fabry-Perot,fyu,Fabry-Perots,,,,66.6,214.7,,,,,Madrigal,5470.0,0.0,John Meriwether,john.meriwether@ces.clemson.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-60.328257782463794,170.66771039632147
Poker Flat Fabry-Perot,pkz,Fabry-Perots,,,,65.12,212.57,,,,,Madrigal,5475.0,0.44,John Meriwether,john.meriwether@ces.clemson.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-58.64365266429096,171.6973473320457
Sondre Stromfjord Fabry-Perots,sfp,Fabry-Perots,,,,78.6,12.0,,,,,Madrigal,5480.0,0.0,Rick Niciejewski,niciejew@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-69.36784165071593,82.43852870503385
Inuvik NWT Fabry-Perot,ikf,Fabry-Perots,,,,68.33,226.5,,,,,Madrigal,5510.0,0.103,Dirk Lummerzheim,lumm@gi.alaska.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-64.90303692443429,172.7685870565431
Resolute Bay Fabry-Perot,rfp,Fabry-Perots,,,,74.73,265.11,,,,,Madrigal,5535.0,0.087,Qian Wu,qwu@ucar.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-78.12648031946976,157.881453598176
Thule Fabry-Perot,tfp,Fabry-Perots,,,,76.4,291.7,,,,,Madrigal,5540.0,0.0,Rick Niciejewski,niciejew@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,N,-81.84468630542014,122.19165989738701
