Name,ID,Category,Network,Nation,Institution,GLAT,GLON,Start,End,Notes,Data Link,Source,Instrument id (kinst),Altitude (km),Principal Investigator,PI Email,AACGMLON,AACGMLAT,OPERATOR-NUM,OP2,OP3,Unnamed: 10,Unnamed: 11,Record ID#,Official Name,Operator (additional),Seasonality,Status,Year Established,Antarctic Region,Latitude (DDM),Longitude (DDM),Elevation (meters),Elevation Datum,Peak Population,Power Supply Types,Photo URL,Webcam URL,Date Modified,Hemisphere,PLAT,PLON
Salluit,T47,Magnetometers,THEMIS,,,62.2,284.35,,,,,SuperMAG,,,,,3.03,72.24,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,62.2,-75.64999999999998
Schefferville,T48,Magnetometers,THEMIS,,,54.8,293.19,,,,,SuperMAG,,,,,15.1,63.91,1.0,,,,,,,,,,,,,,,,,,,,,N,54.8,-66.81
Spet-lles,T49,Magnetometers,THEMIS,,,50.22,293.73,,,,,SuperMAG,,,,,14.94,59.25,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,50.22,-66.26999999999998
Saint-Fellicien,T50,Magnetometers,THEMIS,,,48.65,287.55,,,,,SuperMAG,,,,,6.07,58.72,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,48.65,-72.44999999999999
Val-dOr,T51,Magnetometers,THEMIS,,,48.05,282.22,,,,,SuperMAG,,,,,-1.8,58.77,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,48.05,-77.77999999999997
Radisson,T52,Magnetometers,THEMIS,,,53.79,282.38,,,,,SuperMAG,,,,,-1.06,64.37,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,53.79,-77.62
Akulivik,T53,Magnetometers,THEMIS,,,60.82,281.85,,,,,SuperMAG,,,,,-1.32,71.14,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,60.82,-78.14999999999998
Neumayer Station III,VNA,Magnetometers,INTERMAGNET,,,-70.7,351.7,,,,,SuperMAG,,,,,40.94,-59.93,1.0,,,,,,,,,,,,,,,,,,,,,S,58.392473007138065,-43.20393613554095
Culgoora,CUL,Magnetometers,AUS,,,-30.28,149.58,,,,,SuperMAG,,,,,-134.19,-39.7,2.0,MAGDAS,,,,,,,,,,,,,,,,,,,,S,46.266994136277944,155.17181262531966
Hobart,HOB,Magnetometers,AUS,,,-42.88,147.35,,,,,SuperMAG,,,,,-133.36,-53.89,2.0,MAGDAS,,,,,,,,,,,,,,,,,,,,S,59.10808993541011,157.85533627053627
Townsville,TWN,Magnetometers,AUS,,,-19.27,146.82,,,,,SuperMAG,,,,,-139.27,-28.3,2.0,MAGDAS,,,,,,,,,,,,,,,,,,,,S,35.21005264254661,149.32203219406114
Amami-Oshima,AMA,Magnetometers,MAGDAS,,,28.17,129.33,,,,,SuperMAG,,,,,-158.87,21.37,1.0,,,,,,,,,,,,,,,,,,,,,N,28.17,129.33
Ancon,ANC,Magnetometers,MAGDAS,,,-11.77,282.85,,,,,SuperMAG,,,,,-5.47,0.81,1.0,,,,,,,,,,,,,,,,,,,,,S,,
Ashibetu,ASB,Magnetometers,MAGDAS,,,43.46,142.17,,,,,SuperMAG,,,,,-146.31,36.73,1.0,,,,,,,,,,,,,,,,,,,,,N,43.46,142.17
Aswan,ASW,Magnetometers,MAGDAS,,,23.5,32.51,,,,,SuperMAG,,,,,103.94,14.33,1.0,,,,,,,,,,,,,,,,,,,,,N,23.5,32.51
Bac_Lieu,BCL,Magnetometers,MAGDAS,,,9.3,105.71,,,,,SuperMAG,,,,,177.32,1.53,1.0,,,,,,,,,,,,,,,,,,,,,N,9.3,105.71
Bengkulu,BKL,Magnetometers,MAGDAS,,,-3.86,102.31,,,,,SuperMAG,,,,,173.9,-12.89,1.0,,,,,,,,,,,,,,,,,,,,,S,17.73833132290442,102.05812548733996
CagayanDeOro,CDO,Magnetometers,MAGDAS,,,8.4,124.63,,,,,SuperMAG,,,,,-164.04,0.89,1.0,,,,,,,,,,,,,,,,,,,,,N,8.4,124.63
Cebu,CEB,Magnetometers,MAGDAS,,,10.36,123.91,,,,,SuperMAG,,,,,-164.75,2.92,1.0,,,,,,,,,,,,,,,,,,,,,N,10.36,123.91
Cooktown,CKT,Magnetometers,MAGDAS,,,-15.48,145.25,,,,,SuperMAG,,,,,-141.49,-24.38,1.0,,,,,,,,,,,,,,,,,,,,,S,31.3869544009473,146.9658165571292
Camden,CMD,Magnetometers,MAGDAS,,,-34.06,150.67,,,,,SuperMAG,,,,,-132.02,-43.65,1.0,,,,,,,,,,,,,,,,,,,,,S,49.94213432191246,158.03015065403207
Dal Es Salaam,DES,Magnetometers,MAGDAS,,,-6.46,39.12,,,,,SuperMAG,,,,,110.76,-15.43,1.0,,,,,,,,,,,,,,,,,,,,,S,21.496753120274175,39.667621913994154
Durban,DRB,Magnetometers,MAGDAS,,,-29.48,30.56,,,,,SuperMAG,,,,,96.4,-39.03,1.0,,,,,,,,,,,,,,,,,,,,,S,43.53198244048537,25.38349034273809
Eusebio,EUS,Magnetometers,MAGDAS,,,-3.88,321.57,,,,,SuperMAG,,,,,34.3,-3.91,1.0,,,,,,,,,,,,,,,,,,,,,S,,
Fayum,FYM,Magnetometers,MAGDAS,,,29.18,35.5,,,,,SuperMAG,,,,,107.05,21.96,1.0,,,,,,,,,,,,,,,,,,,,,N,29.18,35.5
Gunung Sitoli,GSI,Magnetometers,MAGDAS,,,1.18,97.34,,,,,SuperMAG,,,,,168.98,-7.65,1.0,,,,,,,,,,,,,,,,,,,,,N,1.18,97.34
Hualien,HLN,Magnetometers,MAGDAS,,,23.9,121.55,,,,,SuperMAG,,,,,-166.73,17.1,1.0,,,,,,,,,,,,,,,,,,,,,N,23.9,121.55
Khovd,HVD,Magnetometers,MAGDAS,,,48.01,91.67,,,,,SuperMAG,,,,,164.16,43.38,1.0,,,,,,,,,,,,,,,,,,,,,N,48.01,91.67
Ica,ICA,Magnetometers,MAGDAS,,,-14.08,284.25,,,,,SuperMAG,,,,,-4.1,-1.36,1.0,,,,,,,,,,,,,,,,,,,,,S,-8.38441800492292,-76.16648630216967
Ilorin,ILR,Magnetometers,MAGDAS,,,8.5,4.68,,,,,SuperMAG,,,,,76.73,-1.25,1.0,,,,,,,,,,,,,,,,,,,,,N,8.5,4.68
Alem Ecua,JRS,Magnetometers,MAGDAS,,,0.0,281.7,,,,,SuperMAG,,,,,-6.61,12.24,1.0,,,,,,,,,,,,,,,,,,,,,S,-22.506576291900874,-77.34366427780355
Jayapura,JYP,Magnetometers,MAGDAS,,,2.51,140.7,,,,,SuperMAG,,,,,-147.89,-5.28,1.0,,,,,,,,,,,,,,,,,,,,,N,6.02,116.07
Kupang,KPG,Magnetometers,MAGDAS,,,-10.2,123.4,,,,,SuperMAG,,,,,-164.81,-19.06,1.0,,,,,,,,,,,,,,,,,,,,,S,24.573657712363552,122.64334269479102
Khartoum,KRT,Magnetometers,MAGDAS,,,33.37,13.02,,,,,SuperMAG,,,,,85.83,23.27,1.0,,,,,,,,,,,,,,,,,,,,,N,33.37,13.02
Kuju,KUJ,Magnetometers,MAGDAS,,,33.06,131.23,,,,,SuperMAG,,,,,-156.78,26.43,1.0,,,,,,,,,,,,,,,,,,,,,N,33.06,131.23
Lagos,LAG,Magnetometers,MAGDAS,,,6.48,3.27,,,,,SuperMAG,,,,,75.26,-1.72,1.0,,,,,,,,,,,,,,,,,,,,,N,6.48,3.27
Legazpi,LGZ,Magnetometers,MAGDAS,,,13.1,123.74,,,,,SuperMAG,,,,,-164.89,5.75,1.0,,,,,,,,,,,,,,,,,,,,,N,13.1,123.74
Langkawi,LKW,Magnetometers,MAGDAS,,,6.3,99.78,,,,,SuperMAG,,,,,171.47,-1.98,1.0,,,,,,,,,,,,,,,,,,,,,N,6.3,99.78
Lusaka,LSK,Magnetometers,MAGDAS,,,-15.23,28.19,,,,,SuperMAG,,,,,98.66,-25.69,1.0,,,,,,,,,,,,,,,,,,,,,S,32.375145454527306,28.35893638345412
Liwa,LWA,Magnetometers,MAGDAS,,,-5.02,104.06,,,,,SuperMAG,,,,,175.65,-14.06,1.0,,,,,,,,,,,,,,,,,,,,,S,18.835624346408284,103.7728245074679
Melbourne,MLB,Magnetometers,MAGDAS,,,-38.36,145.18,,,,,SuperMAG,,,,,-137.38,-49.12,1.0,,,,,,,,,,,,,,,,,,,,,S,54.82290045735979,152.01020937819118
Manado Indon,MND,Magnetometers,MAGDAS,,,1.44,124.84,,,,,SuperMAG,,,,,-163.75,-6.36,1.0,,,,,,,,,,,,,,,,,,,,,N,1.44,124.84
Nairobi,NAB,Magnetometers,MAGDAS,,,-1.16,36.48,,,,,SuperMAG,,,,,108.31,-9.58,1.0,,,,,,,,,,,,,,,,,,,,,S,16.222010940086786,37.1466507587225
ParePare,PRP,Magnetometers,MAGDAS,,,-3.6,119.4,,,,,SuperMAG,,,,,-169.02,-11.78,1.0,,,,,,,,,,,,,,,,,,,,,S,17.265992958556176,118.98560540871411
St.Paratunka,PTK,Magnetometers,MAGDAS,,,52.94,158.25,,,,,SuperMAG,,,,,-133.34,46.34,1.0,,,,,,,,,,,,,,,,,,,,,N,52.94,158.25
Rockhampton,ROC,Magnetometers,MAGDAS,,,-23.19,150.31,,,,,SuperMAG,,,,,-134.79,-32.12,1.0,,,,,,,,,,,,,,,,,,,,,S,38.93697560416813,154.42612833394566
Jayapura,SBH,Magnetometers,MAGDAS,,,6.02,116.07,,,,,SuperMAG,,,,,-172.46,-1.57,1.0,,,,,,,,,,,,,,,,,,,,,N,6.02,116.07
Sicincin,SCN,Magnetometers,MAGDAS,,,-0.55,100.3,,,,,SuperMAG,,,,,171.92,-9.37,1.0,,,,,,,,,,,,,,,,,,,,,S,14.421496263933351,100.13917027684002
Tuguegarao,TGG,Magnetometers,MAGDAS,,,17.66,121.76,,,,,SuperMAG,,,,,-166.75,10.52,1.0,,,,,,,,,,,,,,,,,,,,,N,17.66,121.76
Tirunelveli,TIR,Magnetometers,MAGDAS,,,8.48,76.95,,,,,SuperMAG,,,,,148.92,0.55,1.0,,,,,,,,,,,,,,,,,,,,,N,8.48,76.95
Wadena,WAD,Magnetometers,MAGDAS,,,51.9,256.1,,,,,SuperMAG,,,,,-41.08,61.2,1.0,,,,,,,,,,,,,,,,,,,,,N,51.9,-103.89999999999998
Santa Maria,G01,Magnetometers,MAGDAS,,,-29.72,306.28,,,,,SuperMAG,,,,,13.19,-19.85,1.0,,,,,,,,,,,,,,,,,,,,,S,17.162378953334947,-65.34232719272698
Kaliningrad,KLD,Magnetometers,IZMIRAN,,,54.5,20.2,,,,,SuperMAG,,,,,96.34,50.63,1.0,,,,,,,,,,,,,,,,,,,,,N,54.5,20.2
Laurel,T54,Magnetometers,THEMIS,,,39.1,283.15,,,,,SuperMAG,,,,,-1.3,49.91,1.0,,,,,,,,,,,,,,,,,,,,,N,39.1,-76.85000000000002
Kenia College,T55,Magnetometers,THEMIS,,,60.55,208.74,,,,,SuperMAG,,,,,-96.23,60.24,1.0,,,,,,,,,,,,,,,,,,,,,N,60.55,-151.26
Hrisis,T56,Magnetometers,THEMIS,,,45.59,267.03,,,,,SuperMAG,,,,,-24.53,56.44,1.0,,,,,,,,,,,,,,,,,,,,,N,45.59,-92.97000000000003
Pblolo,T57,Magnetometers,THEMIS,,,38.25,255.39,,,,,SuperMAG,,,,,-39.42,47.34,1.0,,,,,,,,,,,,,,,,,,,,,N,38.25,-104.61000000000001
Stfdford,T58,Magnetometers,THEMIS,,,37.42,237.83,,,,,SuperMAG,,,,,-59.16,42.85,1.0,,,,,,,,,,,,,,,,,,,,,N,37.42,-122.16999999999999
Baranov,BRN,Magnetometers,THEMIS,,,47.8,132.41,,,,,SuperMAG,,,,,-155.22,41.67,1.0,,,,,,,,,,,,,,,,,,,,,N,47.8,132.41
PG0,PG0,Magnetometers,THEMIS,,,-83.67,88.68,,,,,SuperMAG,,,,,38.28,-78.25,2.0,MIST,,,,,,,,,,,,,,,,,,,,S,73.82848000938559,-55.17070372286541
PG5,PG5,Magnetometers,THEMIS,,,-81.96,5.71,,,,,SuperMAG,,,,,36.81,-68.95,2.0,MIST,,,,,,,,,,,,,,,,,,,,S,65.49689065356547,-50.61445530276794
Hornepayne,HRP,Magnetometers,THEMIS,,,49.2,275.3,,,,,SuperMAG,,,,,-12.22,60.28,1.0,,,,,,,,,,,,,,,,,,,,,N,49.2,-84.69999999999999
Lucky Lake,LCL,Magnetometers,THEMIS,,,51.0,252.9,,,,,SuperMAG,,,,,-45.19,59.73,1.0,,,,,,,,,,,,,,,,,,,,,N,51.0,-107.1
Kodkak,T59,Magnetometers,THEMIS,,,57.79,207.6,,,,,SuperMAG,,,,,-95.84,57.15,1.0,,,,,,,,,,,,,,,,,,,,,N,57.79,-152.4
Toolik Lake,T60,Magnetometers,THEMIS,,,66.63,210.4,,,,,SuperMAG,,,,,-98.83,66.75,1.0,,,,,,,,,,,,,,,,,,,,,N,66.63,-149.6
Wlpsops Island,T61,Magnetometers,THEMIS,,,37.88,284.56,,,,,SuperMAG,,,,,0.55,48.58,1.0,,,,,,,,,,,,,,,,,,,,,N,37.88,-75.44
Ranua,T62,Magnetometers,THEMIS,,,65.9,26.41,,,,,SuperMAG,,,,,106.22,62.29,1.0,,,,,,,,,,,,,,,,,,,,,N,65.9,26.41
ParkSite,PKS,Magnetometers,THEMIS,,,52.5,252.8,,,,,SuperMAG,,,,,-45.73,61.2,1.0,,,,,,,,,,,,,,,,,,,,,N,52.5,-107.19999999999999
Fort Nelson,FTN,Magnetometers,THEMIS,,,58.9,237.2,,,,,SuperMAG,,,,,-67.64,64.39,1.0,,,,,,,,,,,,,,,,,,,,,N,58.9,-122.80000000000001
Launceston,W01,Magnetometers,BOM,,,-41.55,147.21,,,,,SuperMAG,,,,,-133.98,-52.42,1.0,,,,,,,,,,,,,,,,,,,,,S,57.80945395961084,156.76907480237537
Norfolk Island,W02,Magnetometers,BOM,,,-29.03,167.97,,,,,SuperMAG,,,,,-114.15,-35.64,1.0,,,,,,,,,,,,,,,,,,,,,S,40.76431862320101,179.08196086799254
Vanimo,W03,Magnetometers,BOM,,,-2.7,141.3,,,,,SuperMAG,,,,,-146.93,-10.79,1.0,,,,,,,,,,,,,,,,,,,,,S,18.470563729828186,141.6355779137161
Casey2,W04,Magnetometers,BOM,,,-66.28,111.53,,,,,SuperMAG,,,,,159.21,-80.88,1.0,,,,,,,,,,,,,,,,,,,,,S,85.40474566876458,81.81214797256281
Davis2,W05,Magnetometers,BOM,,,-68.58,77.96,,,,,SuperMAG,,,,,100.14,-74.5,1.0,,,,,,,,,,,,,,,,,,,,,S,76.92784853116433,12.83026356292302
Nurmijarvi2,NR2,Magnetometers,IMAGE,,,60.5,24.65,,,,,SuperMAG,,,,,102.2,56.7,1.0,,,,,,,,,,,,,,,,,,,,,N,60.5,24.65
Choutuppal,CPL,Magnetometers,INTERMAGNET,,,17.3,78.9,,,,,SuperMAG,,,,,151.15,10.24,1.0,,,,,,,,,,,,,,,,,,,,,N,17.3,78.9
Tatuocca,TTB,Magnetometers,INTERMAGNET,,,-1.21,311.49,,,,,SuperMAG,,,,,25.6,1.87,1.0,,,,,,,,,,,,,,,,,,,,,S,,
Missouri,R01,Magnetometers,MAGSTAR,,,38.9,267.78,,,,,SuperMAG,,,,,-23.14,49.84,1.0,,,,,,,,,,,,,,,,,,,,,N,38.9,-92.22000000000003
Virginia,R02,Magnetometers,MAGSTAR,,,38.68,282.22,,,,,SuperMAG,,,,,-2.67,49.59,1.0,,,,,,,,,,,,,,,,,,,,,N,38.68,-77.77999999999997
Hennepin,R03,Magnetometers,MAGSTAR,,,44.9,266.27,,,,,SuperMAG,,,,,-25.59,55.69,1.0,,,,,,,,,,,,,,,,,,,,,N,44.9,-93.73000000000002
Boulder,R04,Magnetometers,MAGSTAR,,,40.01,254.76,,,,,SuperMAG,,,,,-40.5,49.01,1.0,,,,,,,,,,,,,,,,,,,,,N,40.01,-105.24000000000001
Bluesky,R05,Magnetometers,MAGSTAR,,,41.58,275.83,,,,,SuperMAG,,,,,-11.63,52.78,1.0,,,,,,,,,,,,,,,,,,,,,N,41.58,-84.17000000000002
Odessa,R06,Magnetometers,MAGSTAR,,,31.84,257.68,,,,,SuperMAG,,,,,-35.72,41.22,1.0,,,,,,,,,,,,,,,,,,,,,N,31.84,-102.32
Sugarhills,R07,Magnetometers,MAGSTAR,,,47.13,266.34,,,,,SuperMAG,,,,,-25.65,57.91,1.0,,,,,,,,,,,,,,,,,,,,,N,47.13,-93.66000000000003
Atlas,R08,Magnetometers,MAGSTAR,,,44.33,286.44,,,,,SuperMAG,,,,,3.94,54.63,1.0,,,,,,,,,,,,,,,,,,,,,N,44.33,-73.56
New Britain,R09,Magnetometers,MAGSTAR,,,41.65,287.28,,,,,SuperMAG,,,,,4.79,51.89,1.0,,,,,,,,,,,,,,,,,,,,,N,41.65,-72.72000000000003
Haystack,R10,Magnetometers,MAGSTAR,,,42.61,288.52,,,,,SuperMAG,,,,,6.63,52.65,1.0,,,,,,,,,,,,,,,,,,,,,N,42.61,-71.48000000000002
Salekhard,SKD,Magnetometers,IZMIRAN,,,66.57,66.78,,,,,SuperMAG,,,,,141.58,62.45,1.0,,,,,,,,,,,,,,,,,,,,,N,66.57,66.78
Beliy Island,BEY,Magnetometers,IZMIRAN,,,73.3,70.0,,,,,SuperMAG,,,,,147.0,68.7,1.0,,,,,,,,,,,,,,,,,,,,,N,73.3,70.0
Kharasavey,KHS,Magnetometers,IZMIRAN,,,71.16,66.83,,,,,SuperMAG,,,,,143.28,66.79,1.0,,,,,,,,,,,,,,,,,,,,,N,71.16,66.83
Gyulagarak,GLK,Magnetometers,IZMIRAN,,,40.94,44.47,,,,,SuperMAG,,,,,116.66,36.41,1.0,,,,,,,,,,,,,,,,,,,,,N,40.94,44.47
Klimovskaya,KLI,Magnetometers,IZMIRAN,,,60.86,39.52,,,,,SuperMAG,,,,,115.13,56.83,1.0,,,,,,,,,,,,,,,,,,,,,N,60.86,39.52
Kazan,KZN,Magnetometers,IZMIRAN,,,55.93,48.74,,,,,SuperMAG,,,,,122.35,51.8,1.0,,,,,,,,,,,,,,,,,,,,,N,55.93,48.74
Mikhnevo,MHV,Magnetometers,IZMIRAN,,,54.94,37.73,,,,,SuperMAG,,,,,111.97,50.79,1.0,,,,,,,,,,,,,,,,,,,,,N,54.94,37.73
Nadym,NAD,Magnetometers,IZMIRAN,,,65.53,72.51,,,,,SuperMAG,,,,,146.66,61.38,1.0,,,,,,,,,,,,,,,,,,,,,N,65.53,72.51
White Sea,WSE,Magnetometers,IZMIRAN,,,66.55,33.1,,,,,SuperMAG,,,,,112.06,62.78,1.0,,,,,,,,,,,,,,,,,,,,,N,66.55,33.1
Bor,POD,Magnetometers,IZMIRAN,,,61.58,90.03,,,,,SuperMAG,,,,,163.04,57.25,1.0,,,,,,,,,,,,,,,,,,,,,N,61.58,90.03
Tormestorp,TOP,Magnetometers,IMAGE,,,56.09,13.18,,,,,SuperMAG,,,,,90.96,52.56,1.0,,,,,,,,,,,,,,,,,,,,,N,56.09,13.18
Augusta,R11,Magnetometers,MAGSTAR,,,44.3,290.4,,,,,SuperMAG,,,,,9.46,54.0,1.0,,,,,,,,,,,,,,,,,,,,,N,44.3,-69.60000000000002
Grant,R12,Magnetometers,MAGSTAR,,,47.5,242.3,,,,,SuperMAG,,,,,-57.23,54.01,1.0,,,,,,,,,,,,,,,,,,,,,N,47.5,-117.69999999999999
Pawnee,R13,Magnetometers,MAGSTAR,,,40.2,256.3,,,,,SuperMAG,,,,,-38.59,49.5,1.0,,,,,,,,,,,,,,,,,,,,,N,40.2,-103.69999999999999
Belgrano II Antartic Base,,Station,,Argentina,,-77.873889,-34.627778,,,,,COMNAP,,,,,,,,,,,,4.0,Base Antártica Belgrano II,,Year-Round,Open,1979.0,,77° 52.4333' S,34° 37.6667' W,256.5,MSL,,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r4/e56/v0/Base_Belgrano.jpg,,2022-08-31 19:03:00,S,58.39195698372937,-58.93360726034522
Brown Antartic Base,,Station,,Argentina,,-64.89537,-62.870452,,,,,COMNAP,,,,,,,,,,,,5.0,Base Antártica Brown,,Seasonal,Temporarily Closed,1951.0,,64° 53.7222' S,62° 52.2271' W,22.0,MSL,12.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r5/e56/v0/2202_Brown_02-1024x595.jpg,,2022-08-31 19:03:00,S,43.731372080416214,-70.39827660005827
Cámara Antartic Base,,Station,,Argentina,,-62.593858,-59.919344,,,,,COMNAP,,,,,,,,,,,,6.0,Base Antártica Cámara,,Seasonal,Open,1953.0,,62° 35.6315' S,59° 55.1606' W,22.0,MSL,22.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r6/e56/v0/C%C3%A1mara-Base.jpg,,2022-08-31 19:04:00,S,42.061030975798865,-69.37308573159497
Carlini Antartic Base,,Station,,Argentina,,-62.2379,-58.666842,,,,,COMNAP,,,,,,,,,,,,9.0,Base Antártica Carlini,,Year-Round,Open,1953.0,,62° 14.274' S,58° 40.0105' W,10.0,MSL,80.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r9/e56/v0/cav2016_carlini.jpg,,2022-08-31 19:04:00,S,41.96365959153173,-68.83977986371656
Decepcion Antartic Base,,Station,,Argentina,,-62.97676,-60.700695,,,,,COMNAP,,,,,,,,,,,,7.0,Base Antártica Decepción,,Seasonal,Open,1948.0,,62° 58.6056' S,60° 42.0417' W,7.0,MSL,36.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r7/e56/v0/Decepci%BEn_beach_20-01-16.jpg,,2022-08-31 19:04:00,S,42.278387034792026,-69.68197513342493
Esperanza Antartic Base,,Station,,Argentina,,-63.396959,-56.998054,,,,,COMNAP,,,,,,,,,,,,8.0,Base Antártica Esperanza,,Year-Round,Open,1952.0,,63° 23.8175' S,56° 59.8832' W,25.0,MSL,90.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r8/e56/v0/antartida_base_esperanza_12.jpg,,2022-08-31 19:05:00,S,43.30012048644799,-67.95324101938972
Marambio Antartic Base,,Station,,Argentina,,-64.241769,-56.623225,,,,,COMNAP,,,,,,,,,,,,10.0,Base Antártica Marambio,,Year-Round,Open,1969.0,,64° 14.5061' S,56° 37.3935' W,209.5,MSL,165.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r10/e56/v0/BASE-MARAMBIO-H%C3%89RCULES-C-130-Copy.jpg,,2022-08-31 19:05:00,S,44.111940745299634,-67.69654246343774
Matienzo Antartic Base,,Station,,Argentina,,-64.975865,-60.070948,,,,,COMNAP,,,,,,,,,,,,11.0,Base Antártica Matienzo,,Seasonal,Open,1961.0,,64° 58.5519' S,60° 4.2569' W,32.0,MSL,12.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r11/e56/v0/matienzooverflight.jpg,,2022-08-31 19:06:00,S,44.205388872595655,-69.16513011004051
Melchior Antartic Base,,Station,,Argentina,,-64.325705,-62.976329,,,,,COMNAP,,,,,,,,,,,,12.0,Base Antártica Melchior,,Seasonal,Temporarily Closed,1947.0,,64° 19.5423' S,62° 58.5797' W,4.0,MSL,15.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r12/e56/v0/Base%20Melchior.jpg,,2022-08-31 19:06:00,S,43.1835822162611,-70.52017295038871
Orcadas Antartic Base,,Station,,Argentina,,-60.737592,-44.737387,,,,,COMNAP,,,,,,,,,,,,13.0,Base Orcadas,,Year-Round,Open,1904.0,,60° 44.2555' S,44° 44.2432' W,8.0,MSL,65.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r13/e56/v0/Orcadas.jpg,,2022-08-31 19:07:00,S,43.95627958505644,-61.977168556838734
Petrel Antartic Base,,Station,,Argentina,,-63.478303,-56.230993,,,,,COMNAP,,,,,,,,,,,,14.0,Base Antártica Petrel,,Year-Round,Open,1952.0,,63° 28.6982' S,56° 13.8596' W,18.0,MSL,45.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r14/e56/v0/petrel2013.jpg,,2022-08-31 19:12:00,S,43.51345548604746,-67.59048369384752
Primavera Antartic Base,,Station,,Argentina,,-64.155854,-60.954256,,,,,COMNAP,,,,,,,,,,,,15.0,Base Antártica Primavera,,Seasonal,Open,1977.0,,64° 9.3512' S,60° 57.2554' W,50.0,MSL,18.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r15/e56/v0/primavera.jpg,,2022-08-31 19:08:00,S,43.31990833881394,-69.65482883731059
San Martin Antartic Base,,Station,,Argentina,,-68.1303,-67.102931,,,,,COMNAP,,,,,,,,,,,,16.0,Base Antártica San Martín,,Year-Round,Open,1951.0,,68° 7.818' S,67° 6.1759' W,5.0,MSL,21.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r16/e56/v0/San%20Martin.jpg,,2022-08-31 19:09:00,S,46.349225363090866,-71.67217734880887
Casey,,Station,,Australia,,-66.282343,110.526792,,,,,COMNAP,,,,,,,,,,,,19.0,Casey Station,,Year-Round,Open,1969.0,,66° 16.9406' S,110° 31.6075' E,32.0,MSL,120.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r19/e56/v0/Casey%20from%20air%20006.jpg,http://www.antarctica.gov.au/webcams/casey,2022-08-11 22:44:00,S,85.19981818752225,77.77772771554355
Davis,,Station,,Australia,,-68.575938,77.969516,,,,,COMNAP,,,,,,,,,,,,20.0,Davis Station,,Year-Round,Open,1957.0,,68° 34.5563' S,77° 58.171' E,27.0,MSL,91.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r20/e56/v0/Davis%20Aerial%202014005.jpg,http://www.antarctica.gov.au/webcams/davis,2022-08-11 22:47:00,S,76.92918753591069,12.854963101017388
Edgeworth David,,Camp,,Australia,,-66.249935,100.604213,,,,,COMNAP,,,,,,,,,,,,17.0,Edgeworth David Camp,,Seasonal,Open,,,66° 14.9961' S,100° 36.2528' E,15.0,MSL,,,https://comnap.quickbase.com/up/bibrbwkpg/a/r17/e56/v0/Bunger%20Crosswind%20Strip.png,,2022-08-11 23:00:00,S,82.58999365318897,51.03825600504501
Law,,Refuge,,Australia,,-69.388296,76.380696,,,,,COMNAP,,,,,,,,,,,,22.0,Law Station,,Seasonal,Open,,,69° 23.2978' S,76° 22.8418' E,,MSL,13.0,,https://comnap.quickbase.com/up/bibrbwkpg/a/r22/e56/v0/Law%20Base.png,,2022-08-15 20:45:00,S,76.73260780520141,8.204332054823869
Macquarie Island,,Station,,Australia,,-54.499392,158.936794,,,,,COMNAP,,,,,,,,,,,,120.0,Macquarie Island,,Year-Round,Open,1948.0,,54° 29.9635' S,158° 56.2076' E,0.0,,,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r120/e56/v0/Macca%202.tif,,2022-08-14 15:14:00,S,66.89634486318077,-170.6790511813771
Mawson,,Station,,Australia,,-67.602644,62.873028,,,,,COMNAP,,,,,,,,,,,,21.0,Mawson Station,,Year-Round,Open,1954.0,,67° 36.1586' S,62° 52.3817' E,15.0,MSL,53.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r21/e56/v0/MawsonAirCasa_20050203.jpg,http://www.antarctica.gov.au/webcams/mawson,2022-08-11 22:52:00,S,72.38750211863594,6.279432398967301
